13,identifier
38,logical not
9,comparator
1,addOp
3,assignOp
12,incrOp
43,addOp
14,intLiteral
15,intLiteral
16,intLiteral
17,intLiteral
18,intLiteral
21,whitespace
44,charLiteral
7,comma
19,{
38,!
39,(
40,)
41,}
42,;
20,multOp
24,string
30,floatLiteral
29,floatLiteral
26,floatLiteral
37,comment
34,comment
